year,period,rank,company,value_musd,ref_url,table_note,wiki_revision
2009,Q2,4,Microsoft,211546.2,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,4,Microsoft,229630.7,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,4,ICBC,268956.2,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,5,China Mobile,174673.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,5,China Mobile,200832.4,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,5,HSBC,198561.1,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,5,Walmart,203653.6,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,6,Microsoft,163320.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,6,Walmart,188752.0,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,6,China Mobile,195680.4,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,6,China Construction Bank,201436.1,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,7,AT&T,148511.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,7,China Construction Bank,182186.7,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,7,Walmart,189331.6,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,7,BHP Billiton,201248.0,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,8,Johnson & Johnson,145481.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,8,Petrobras,165056.9,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,8,Petrobras,189027.7,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,8,HSBC,199254.9,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,9,Royal Dutch Shell,138999.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,9,Johnson & Johnson,156515.9,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,9,China Construction Bank,186816.7,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,9,Petrobras,199107.9,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q1,10,Procter & Gamble,138013.0,http://media.ft.com/cms/25ee9d0e-2905-11de-bc5e-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q2,10,Royal Dutch Shell,156386.7,http://media.ft.com/cms/27fa616e-6c76-11de-a6e6-00144feabdc0.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q3,10,Royal Dutch Shell,175986.1,http://media.ft.com/cms/9503137a-be59-11de-9195-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2009,Q4,10,Apple,189801.7,http://media.ft.com/cms/419e021c-fecd-11de-91d7-00144feab49a.pdf,This Financial Times –based list is up to date as of 31 December 2009. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,1,ExxonMobil,452505.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,1,ExxonMobil,465652.0,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,1,ExxonMobil,403366.0,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,1,ExxonMobil,406067.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,2,PetroChina,423996.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,2,PetroChina,341140.3,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,2,PetroChina,325097.5,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,2,PetroChina,259836.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,3,General Electric,369569.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,3,ICBC,257004.4,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,3,ICBC,237951.5,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,3,Walmart,219898.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,4,Gazprom,299764.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,4,Microsoft,211546.2,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,4,Microsoft,229630.7,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,4,China Mobile,201291.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,5,China Mobile,298093.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,5,China Mobile,200832.4,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,5,HSBC,198561.1,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,5,Procter & Gamble,184576.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,6,ICBC,277236.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,6,Walmart,188752.0,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,6,China Mobile,195680.4,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,6,ICBC,173930.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,7,Microsoft,264132.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,7,China Construction Bank,182186.7,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,7,Walmart,189331.6,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,7,Microsoft,172929.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,8,AT&T,231168.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,8,Petrobras,165056.9,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,8,Petrobras,189027.7,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,8,AT&T,167950.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,9,Royal Dutch Shell,220110.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,9,Johnson & Johnson,156515.9,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,9,China Construction Bank,186816.7,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,9,Johnson & Johnson,166002.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q1,10,Procter & Gamble,215640.0,http://media.ft.com/cms/7f24a88e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q2,10,Royal Dutch Shell,156386.7,http://media.ft.com/cms/1ec66660-48eb-11dd-9a5f-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q3,10,Royal Dutch Shell,175986.1,http://media.ft.com/cms/eee5847a-9085-11dd-8abb-0000779fd18c.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2008,Q4,10,General Electric,161278.0,http://media.ft.com/cms/b5e2c024-dd89-11dd-930e-000077b07658.pdf,This Financial Times –based list is up to date as of 31 December 2008. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,1,ExxonMobil,429567.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,1,ExxonMobil,472519.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,1,ExxonMobil,513362.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,1,Petrochina,723952.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,2,General Electric,363611.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,2,General Electric,393831.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,2,General Electric,424191.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,2,ExxonMobil,511887.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,3,Microsoft,272912.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,3,Microsoft,281934.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,3,China Mobile,327937.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,3,General Electric,374637.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,4,Citigroup,252857.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,4,Royal Dutch Shell,266141.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,4,ICBC,279269.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,4,China Mobile,354120.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,5,AT&T,246206.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,5,AT&T,255871.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,5,Microsoft,276202.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,5,ICBC,338989.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,6,Gazprom,245911.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,6,Citigroup,253703.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,6,Royal Dutch Shell,264397.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,6,Microsoft,333054.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,7,Toyota,230832.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,7,Gazprom,245757.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,7,Gazprom,260249.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,7,Gazprom,329591.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,8,Bank of America,228177.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,8,BP,231491.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,8,AT&T,258047.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,8,Royal Dutch Shell,269544.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,9,ICBC,224788.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,9,Toyota,228009.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,9,Citigroup,232162.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,9,AT&T,252051.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q1,10,Royal Dutch Shell,214018.0,"http://media.ft.com/cms/4608ca30-e788-11db-8098-000b5df10621,dwp_uuid=f1db8aa0-4d1f-11da-ba44-0000779e2340.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q2,10,Bank of America,216963.0,"http://media.ft.com/cms/6aec81f8-2bd9-11dc-b498-000b5df10621,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q3,10,Bank of America,223066.0,"http://media.ft.com/cms/018dd1ea-758e-11dc-b7cb-0000779fd2ac,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2007,Q4,10,Sinopec,249645.0,http://media.ft.com/cms/813c979e-0faa-11dd-8871-0000779fd2ac.pdf,This Financial Times –based list is up to date as of 31 December 2007. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q1,1,ExxonMobil,371631.0,http://media.ft.com/cms/b970931e-c2f8-11da-a381-0000779e2340.pdf,This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q2,1,ExxonMobil,371187.0,http://media.ft.com/cms/8bd31770-0a7d-11db-b595-0000779e2340.pdf,This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q3,1,ExxonMobil,398906.0,"http://media.ft.com/cms/d6af3604-51f2-11db-bce6-0000779e2340,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q4,1,ExxonMobil,446943.0,"http://media.ft.com/cms/ff835864-a646-11db-937f-0000779e2340,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q1,2,General Electric,362527.0,http://media.ft.com/cms/b970931e-c2f8-11da-a381-0000779e2340.pdf,This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q2,2,General Electric,342731.0,http://media.ft.com/cms/8bd31770-0a7d-11db-b595-0000779e2340.pdf,This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q3,2,General Electric,364414.0,"http://media.ft.com/cms/d6af3604-51f2-11db-bce6-0000779e2340,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q4,2,General Electric,383564.0,"http://media.ft.com/cms/ff835864-a646-11db-937f-0000779e2340,dwp_uuid=95d63dfa-257b-11dc-b338-000b5df10621.pdf",This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
2006,Q1,3,Microsoft,281171.0,http://media.ft.com/cms/b970931e-c2f8-11da-a381-0000779e2340.pdf,This Financial Times –based list is up to date as of December 2006. Indicated changes in market value are relative to the previous quarter.,1371146339
